TRAVEL_ID,MAJOR_TRANSPORT,TOTAL_MVMN_WON
g_g001083,['자가용(승용/승합/트럭 등등)'],89250
g_g001086,['지하철'],8200
g_g001095,"['새마을/무궁화열차', '지하철', '택시']",108200
g_g001103,"['KTX/SRT(고속열차)', '버스 + 지하철', '자가용(승용/승합/트럭 등등)']",66000
g_g001104,['자가용(승용/승합/트럭 등등)'],30000
g_g001106,"['시내/마을버스', '자가용(승용/승합/트럭 등등)']",26000
g_g001111,['자가용(승용/승합/트럭 등등)'],45000
g_g001112,['자가용(승용/승합/트럭 등등)'],71500
g_g001113,['자가용(승용/승합/트럭 등등)'],15800
g_g001114,['자가용(승용/승합/트럭 등등)'],66500
g_g001118,"['새마을/무궁화열차', '지하철']",7100
g_g001124,['자전거'],58060
g_g001129,['자가용(승용/승합/트럭 등등)'],11600
g_g001132,['렌터카(승용/승합/버스 등등)'],299250
g_g001133,['자가용(승용/승합/트럭 등등)'],188800
g_g001135,['자가용(승용/승합/트럭 등등)'],46600
g_g001136,['자가용(승용/승합/트럭 등등)'],30600
g_g001138,['자가용(승용/승합/트럭 등등)'],65000
g_g001144,['자가용(승용/승합/트럭 등등)'],67600
g_g001147,['캠핑카(자차 및 렌탈)'],65200
g_g001148,['자가용(승용/승합/트럭 등등)'],15400
g_g001151,['자가용(승용/승합/트럭 등등)'],30000
g_g001154,['자가용(승용/승합/트럭 등등)'],83500
g_g001164,['자가용(승용/승합/트럭 등등)'],67100
g_g001169,['자가용(승용/승합/트럭 등등)'],102000
g_g001171,['자가용(승용/승합/트럭 등등)'],4200
g_g001173,['자가용(승용/승합/트럭 등등)'],48000
g_g001178,['자가용(승용/승합/트럭 등등)'],50000
g_g001189,['자가용(승용/승합/트럭 등등)'],89000
g_g001191,"['관광버스', '지하철']",97400
g_g001194,"['시외/고속버스', '자전거', '택시']",37700
g_g001196,['자가용(승용/승합/트럭 등등)'],60900
g_g001197,['시외/고속버스'],242400
g_g001200,['자가용(승용/승합/트럭 등등)'],70200
g_g001203,['자가용(승용/승합/트럭 등등)'],78000
g_g001204,['자가용(승용/승합/트럭 등등)'],54000
g_g001206,"['KTX/SRT(고속열차)', '렌터카(승용/승합/버스 등등)', '시내/마을버스']",305190
g_g001208,['자가용(승용/승합/트럭 등등)'],70000
g_g001209,['자가용(승용/승합/트럭 등등)'],52000
g_g001219,"['KTX/SRT(고속열차)', '자가용(승용/승합/트럭 등등)']",82800
g_g001221,['자가용(승용/승합/트럭 등등)'],32300
g_g001222,['자가용(승용/승합/트럭 등등)'],80000
g_g001223,['자가용(승용/승합/트럭 등등)'],85000
g_g001224,['자가용(승용/승합/트럭 등등)'],30550
g_g001225,['자가용(승용/승합/트럭 등등)'],5900
g_g001227,['자가용(승용/승합/트럭 등등)'],30000
g_g001230,['자가용(승용/승합/트럭 등등)'],50800
g_g001231,['자가용(승용/승합/트럭 등등)'],110000
g_g001233,['자가용(승용/승합/트럭 등등)'],86500
g_g001235,"['관광버스', '자가용(승용/승합/트럭 등등)']",57800
g_g001237,['자가용(승용/승합/트럭 등등)'],10000
g_g001243,['자가용(승용/승합/트럭 등등)'],50000
g_g001250,['자가용(승용/승합/트럭 등등)'],60000
g_g001256,['자가용(승용/승합/트럭 등등)'],39000
g_g001257,['자가용(승용/승합/트럭 등등)'],48054
g_g001258,['자가용(승용/승합/트럭 등등)'],70000
g_g001261,['자가용(승용/승합/트럭 등등)'],61200
g_g001272,"['KTX/SRT(고속열차)', '지하철']",98600
g_g001273,['자가용(승용/승합/트럭 등등)'],30000
g_g001276,['자가용(승용/승합/트럭 등등)'],132000
g_g001280,['자가용(승용/승합/트럭 등등)'],51500
g_g001288,['자가용(승용/승합/트럭 등등)'],55600
g_g001289,['자가용(승용/승합/트럭 등등)'],40000
g_g001290,['자가용(승용/승합/트럭 등등)'],46600
g_g001291,['자가용(승용/승합/트럭 등등)'],58100
g_g001293,['자가용(승용/승합/트럭 등등)'],11000
g_g001296,['자가용(승용/승합/트럭 등등)'],60000
g_g001297,['자가용(승용/승합/트럭 등등)'],30000
g_g001299,['자가용(승용/승합/트럭 등등)'],90000
g_g001300,['자가용(승용/승합/트럭 등등)'],78000
g_g001301,['KTX/SRT(고속열차)'],75200
g_g001305,['버스 + 지하철'],32200
g_g001309,['KTX/SRT(고속열차)'],34200
g_g001313,['새마을/무궁화열차'],55200
g_g001315,['자가용(승용/승합/트럭 등등)'],7200
g_g001319,['자가용(승용/승합/트럭 등등)'],62400
g_g001320,"['시외/고속버스', '자가용(승용/승합/트럭 등등)', '택시']",31399
g_g001322,['자가용(승용/승합/트럭 등등)'],13000
g_g001323,['자가용(승용/승합/트럭 등등)'],9686
g_g001329,['자가용(승용/승합/트럭 등등)'],40000
g_g001337,"['버스 + 지하철', '택시']",38850
g_g001338,"['시외/고속버스', '택시']",68450
g_g001344,['자가용(승용/승합/트럭 등등)'],65000
g_g001346,['자가용(승용/승합/트럭 등등)'],102800
g_g001350,['자가용(승용/승합/트럭 등등)'],69500
g_g001352,['택시'],11600
g_g001353,"['시외/고속버스', '택시']",24200
g_g001362,['자가용(승용/승합/트럭 등등)'],67000
g_g001364,['자가용(승용/승합/트럭 등등)'],86400
g_g001371,['자가용(승용/승합/트럭 등등)'],14470
g_g001374,['자가용(승용/승합/트럭 등등)'],47500
g_g001381,['자가용(승용/승합/트럭 등등)'],43900
g_g001383,['택시'],22250
g_g001386,['자가용(승용/승합/트럭 등등)'],19200
g_g001388,['자가용(승용/승합/트럭 등등)'],30000
g_g001390,"['새마을/무궁화열차', '시외/고속버스']",15400
g_g001563,['자가용(승용/승합/트럭 등등)'],60000
g_g001564,['자가용(승용/승합/트럭 등등)'],59000
g_g001565,['자가용(승용/승합/트럭 등등)'],12800
g_g001566,['자가용(승용/승합/트럭 등등)'],60000
g_g001567,['자가용(승용/승합/트럭 등등)'],20000
g_g001575,['자가용(승용/승합/트럭 등등)'],115000
g_g001576,['자가용(승용/승합/트럭 등등)'],64800
g_g001580,['새마을/무궁화열차'],58700
g_g001584,['자가용(승용/승합/트럭 등등)'],11000
g_g001587,['자가용(승용/승합/트럭 등등)'],29400
g_g001590,"['KTX/SRT(고속열차)', '지하철', '택시']",64050
g_g001598,['자가용(승용/승합/트럭 등등)'],84900
g_g001599,['자가용(승용/승합/트럭 등등)'],72400
g_g001603,['자가용(승용/승합/트럭 등등)'],101900
g_g001606,['자가용(승용/승합/트럭 등등)'],22800
g_g001611,['자가용(승용/승합/트럭 등등)'],6000
g_g001612,['자가용(승용/승합/트럭 등등)'],42700
g_g001614,['자가용(승용/승합/트럭 등등)'],16500
g_g001615,['자가용(승용/승합/트럭 등등)'],26000
g_g001619,['자가용(승용/승합/트럭 등등)'],106600
g_g001620,['자가용(승용/승합/트럭 등등)'],49922
g_g001621,['시내/마을버스'],3000
g_g001623,['자가용(승용/승합/트럭 등등)'],30000
g_g001625,['자가용(승용/승합/트럭 등등)'],12600
g_g001630,['자가용(승용/승합/트럭 등등)'],71000
g_g001640,['자가용(승용/승합/트럭 등등)'],61470
g_g001645,['자가용(승용/승합/트럭 등등)'],71800
g_g001646,"['새마을/무궁화열차', '시외/고속버스', '자가용(승용/승합/트럭 등등)']",87100
g_g001648,['자가용(승용/승합/트럭 등등)'],20000
g_g001650,['자가용(승용/승합/트럭 등등)'],30300
g_g001651,['자가용(승용/승합/트럭 등등)'],60000
g_g001652,['자가용(승용/승합/트럭 등등)'],24500
g_g001656,['새마을/무궁화열차'],38550
g_g001662,['자가용(승용/승합/트럭 등등)'],82600
g_g001665,['자가용(승용/승합/트럭 등등)'],20000
g_g001668,['버스 + 지하철'],64700
g_g001669,['자가용(승용/승합/트럭 등등)'],33600
g_g001673,['자가용(승용/승합/트럭 등등)'],19000
g_g001674,['자가용(승용/승합/트럭 등등)'],65250
g_g001677,['자가용(승용/승합/트럭 등등)'],3600
g_g001678,"['시외/고속버스', '택시']",188200
g_g001681,['자가용(승용/승합/트럭 등등)'],44600
g_g001682,['자가용(승용/승합/트럭 등등)'],67500
g_g001684,['자가용(승용/승합/트럭 등등)'],20000
g_g001686,['자가용(승용/승합/트럭 등등)'],30000
g_g001689,['자가용(승용/승합/트럭 등등)'],30000
g_g001690,['택시'],60260
g_g001692,['자가용(승용/승합/트럭 등등)'],63000
g_g001695,['버스 + 지하철'],25800
g_g001697,['자가용(승용/승합/트럭 등등)'],72500
g_g001698,['자가용(승용/승합/트럭 등등)'],25400
g_g001700,['자가용(승용/승합/트럭 등등)'],100000
g_g001701,['자가용(승용/승합/트럭 등등)'],108837
g_g001702,"['자가용(승용/승합/트럭 등등)', '택시']",102200
g_g001703,['시외/고속버스'],85200
g_g001704,['시외/고속버스'],26000
g_g001708,['자가용(승용/승합/트럭 등등)'],33800
g_g001710,['택시'],36400
g_g001715,['버스 + 지하철'],20000
g_g001716,['시외/고속버스'],44000
g_g001718,['자가용(승용/승합/트럭 등등)'],60000
g_g001721,['자가용(승용/승합/트럭 등등)'],63000
g_g001722,"['KTX/SRT(고속열차)', '택시']",51900
g_g001733,['자가용(승용/승합/트럭 등등)'],21300
g_g001734,"['KTX/SRT(고속열차)', '버스 + 지하철', '새마을/무궁화열차']",46700
g_g001740,['자가용(승용/승합/트럭 등등)'],77900
g_g001741,['KTX/SRT(고속열차)'],239300
g_g001743,['자가용(승용/승합/트럭 등등)'],8000
g_g001753,['자가용(승용/승합/트럭 등등)'],28800
g_g001755,['자가용(승용/승합/트럭 등등)'],97200
g_g001761,['자가용(승용/승합/트럭 등등)'],89000
g_g001763,['자가용(승용/승합/트럭 등등)'],60000
g_g001764,['자가용(승용/승합/트럭 등등)'],56000
g_g001765,['자가용(승용/승합/트럭 등등)'],53700
g_g001768,['자가용(승용/승합/트럭 등등)'],98100
g_g001779,"['KTX/SRT(고속열차)', '자가용(승용/승합/트럭 등등)']",92200
g_g001786,['자가용(승용/승합/트럭 등등)'],53165
g_g001789,"['버스 + 지하철', '택시']",47400
g_g001791,['자가용(승용/승합/트럭 등등)'],52400
g_g001794,['자가용(승용/승합/트럭 등등)'],51700
g_g001795,['자가용(승용/승합/트럭 등등)'],93900
g_g001796,"['버스 + 지하철', '자가용(승용/승합/트럭 등등)']",35400
g_g001797,['자가용(승용/승합/트럭 등등)'],85100
g_g001798,['자가용(승용/승합/트럭 등등)'],59000
g_g001803,['자가용(승용/승합/트럭 등등)'],9700
g_g001806,['자가용(승용/승합/트럭 등등)'],117500
g_g001810,['자가용(승용/승합/트럭 등등)'],39200
g_g001812,['자가용(승용/승합/트럭 등등)'],23200
g_g001818,"['기타', '시외/고속버스', '택시']",309680
g_g001819,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",144200
g_g001826,['자가용(승용/승합/트럭 등등)'],44456
g_g001829,['버스 + 지하철'],24650
g_g001830,['새마을/무궁화열차'],15100
g_g001832,['자가용(승용/승합/트럭 등등)'],55200
g_g001833,['자가용(승용/승합/트럭 등등)'],40000
g_g001834,['자가용(승용/승합/트럭 등등)'],14000
g_g001835,['자가용(승용/승합/트럭 등등)'],20000
g_g001836,['자가용(승용/승합/트럭 등등)'],69700
g_g001837,['렌터카(승용/승합/버스 등등)'],85120
g_g001846,['자가용(승용/승합/트럭 등등)'],30000
g_g001850,['자가용(승용/승합/트럭 등등)'],31500
g_g001856,['자가용(승용/승합/트럭 등등)'],121000
g_g001857,['자가용(승용/승합/트럭 등등)'],2700
g_g001859,['자가용(승용/승합/트럭 등등)'],10000
g_g001866,['시내/마을버스'],2500
g_g001868,['자가용(승용/승합/트럭 등등)'],63200
g_g001875,['자가용(승용/승합/트럭 등등)'],30000
g_g001876,['자가용(승용/승합/트럭 등등)'],30000
g_g001880,['렌터카(승용/승합/버스 등등)'],8900
g_g001881,"['시외/고속버스', '택시']",54700
g_g001884,['자가용(승용/승합/트럭 등등)'],70000
g_g001888,['자가용(승용/승합/트럭 등등)'],30000
g_g001890,['자가용(승용/승합/트럭 등등)'],50000
g_g001891,['택시'],24000
g_g001895,['자가용(승용/승합/트럭 등등)'],60400
g_g001900,['자가용(승용/승합/트럭 등등)'],56500
g_g001913,['자가용(승용/승합/트럭 등등)'],107600
g_g001928,['시외/고속버스'],13400
g_g001929,"['관광버스', '버스 + 지하철']",42000
g_g001932,['자가용(승용/승합/트럭 등등)'],49300
g_g001947,['시외/고속버스'],18900
g_g001954,['자가용(승용/승합/트럭 등등)'],23081
g_g001964,"['새마을/무궁화열차', '지하철', '택시']",61800
g_g001965,['자가용(승용/승합/트럭 등등)'],75000
g_g001977,['자가용(승용/승합/트럭 등등)'],35000
g_g001981,['자가용(승용/승합/트럭 등등)'],47400
g_g001984,['자가용(승용/승합/트럭 등등)'],68000
g_g001993,['자가용(승용/승합/트럭 등등)'],66000
g_g002014,"['자가용(승용/승합/트럭 등등)', '자전거']",63200
g_g002019,['택시'],132640
g_g002028,['자가용(승용/승합/트럭 등등)'],27600
g_g002032,['자가용(승용/승합/트럭 등등)'],63100
g_g002035,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",180200
g_g002037,['자가용(승용/승합/트럭 등등)'],90500
g_g002041,['자가용(승용/승합/트럭 등등)'],60000
g_g002046,['자가용(승용/승합/트럭 등등)'],50000
g_g002048,['자가용(승용/승합/트럭 등등)'],30000
g_g002056,['자가용(승용/승합/트럭 등등)'],73300
g_g002059,['자가용(승용/승합/트럭 등등)'],86350
g_g002073,['자가용(승용/승합/트럭 등등)'],24600
g_g002075,"['시외/고속버스', '자가용(승용/승합/트럭 등등)']",16600
g_g002078,"['KTX/SRT(고속열차)', '새마을/무궁화열차', '시내/마을버스', '택시']",31800
g_g002088,['자가용(승용/승합/트럭 등등)'],67400
g_g002089,['자가용(승용/승합/트럭 등등)'],64300
g_g002094,['렌터카(승용/승합/버스 등등)'],128282
g_g002098,['자가용(승용/승합/트럭 등등)'],48000
g_g002104,['자가용(승용/승합/트럭 등등)'],23300
g_g002109,['자가용(승용/승합/트럭 등등)'],35000
g_g002110,['자가용(승용/승합/트럭 등등)'],243800
g_g002122,['자가용(승용/승합/트럭 등등)'],20000
g_g002127,['자가용(승용/승합/트럭 등등)'],46200
g_g002130,['자가용(승용/승합/트럭 등등)'],53500
g_g002134,['자가용(승용/승합/트럭 등등)'],52200
g_g002144,['KTX/SRT(고속열차)'],133400
g_g002148,['자가용(승용/승합/트럭 등등)'],30000
g_g002151,"['렌터카(승용/승합/버스 등등)', '버스 + 지하철', '택시']",137380
g_g002152,['자가용(승용/승합/트럭 등등)'],43929
g_g002154,['자가용(승용/승합/트럭 등등)'],52000
g_g002159,['자가용(승용/승합/트럭 등등)'],64800
g_g002164,"['자전거', '택시']",36100
g_g002169,['자가용(승용/승합/트럭 등등)'],109679
g_g002176,['자가용(승용/승합/트럭 등등)'],53400
g_g002177,['자가용(승용/승합/트럭 등등)'],84100
g_g002178,['자가용(승용/승합/트럭 등등)'],10000
g_g002189,['자가용(승용/승합/트럭 등등)'],98964
g_g002190,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",88500
g_g002195,['자가용(승용/승합/트럭 등등)'],27550
g_g002202,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",97700
g_g002207,['자가용(승용/승합/트럭 등등)'],69300
g_g002212,['자가용(승용/승합/트럭 등등)'],1200
g_g002214,['자가용(승용/승합/트럭 등등)'],30000
g_g002219,['자가용(승용/승합/트럭 등등)'],100000
g_g002220,"['버스 + 지하철', '자가용(승용/승합/트럭 등등)']",60000
g_g002222,['자가용(승용/승합/트럭 등등)'],52000
g_g002223,['자가용(승용/승합/트럭 등등)'],101000
g_g002224,['KTX/SRT(고속열차)'],32600
g_g002230,['자가용(승용/승합/트럭 등등)'],50000
g_g002232,['택시'],19700
g_g002233,['자가용(승용/승합/트럭 등등)'],20000
g_g002235,['시외/고속버스'],5400
g_g002238,"['KTX/SRT(고속열차)', '버스 + 지하철', '새마을/무궁화열차']",32450
g_g002241,['자가용(승용/승합/트럭 등등)'],10400
g_g002242,['자가용(승용/승합/트럭 등등)'],36400
g_g002244,['렌터카(승용/승합/버스 등등)'],110000
g_g002245,['자가용(승용/승합/트럭 등등)'],50800
g_g002247,['자가용(승용/승합/트럭 등등)'],73100
g_g002255,['자가용(승용/승합/트럭 등등)'],56000
g_g002256,['자가용(승용/승합/트럭 등등)'],39500
g_g002258,['자가용(승용/승합/트럭 등등)'],20000
g_g002264,['자가용(승용/승합/트럭 등등)'],113400
g_g002271,['렌터카(승용/승합/버스 등등)'],268288
g_g002273,['자가용(승용/승합/트럭 등등)'],80000
g_g002275,['자가용(승용/승합/트럭 등등)'],14000
g_g002412,['자가용(승용/승합/트럭 등등)'],47320
g_g002416,['자가용(승용/승합/트럭 등등)'],58000
g_g002417,"['시외/고속버스', '택시']",50600
g_g002421,['자가용(승용/승합/트럭 등등)'],68000
g_g002429,['자가용(승용/승합/트럭 등등)'],55000
g_g002431,['자가용(승용/승합/트럭 등등)'],28600
g_g002436,"['새마을/무궁화열차', '지하철']",22700
g_g002438,['자가용(승용/승합/트럭 등등)'],88000
g_g002440,['자가용(승용/승합/트럭 등등)'],40000
g_g002441,['자가용(승용/승합/트럭 등등)'],53600
g_g002445,['택시'],55700
g_g002446,['택시'],118081
g_g002460,['자가용(승용/승합/트럭 등등)'],105900
g_g002465,['렌터카(승용/승합/버스 등등)'],136610
g_g002466,['자가용(승용/승합/트럭 등등)'],48000
g_g002472,"['새마을/무궁화열차', '시외/고속버스', '택시']",100000
g_g002473,['자가용(승용/승합/트럭 등등)'],79700
g_g002475,['자가용(승용/승합/트럭 등등)'],17750
g_g002478,"['시외/고속버스', '택시']",41200
g_g002483,['자가용(승용/승합/트럭 등등)'],33800
g_g002492,['자가용(승용/승합/트럭 등등)'],7000
g_g002496,['자가용(승용/승합/트럭 등등)'],94100
g_g002497,['자가용(승용/승합/트럭 등등)'],21000
g_g002500,['자가용(승용/승합/트럭 등등)'],48800
g_g002513,['KTX/SRT(고속열차)'],112300
g_g002516,['자가용(승용/승합/트럭 등등)'],91900
g_g002519,"['KTX/SRT(고속열차)', '시외/고속버스']",39300
g_g002521,['자가용(승용/승합/트럭 등등)'],66600
g_g002538,['시외/고속버스'],113300
g_g002542,['자가용(승용/승합/트럭 등등)'],71100
g_g002545,"['KTX/SRT(고속열차)', '렌터카(승용/승합/버스 등등)', '택시']",167200
g_g002546,['자가용(승용/승합/트럭 등등)'],50000
g_g002552,['택시'],69500
g_g002554,['자가용(승용/승합/트럭 등등)'],73800
g_g002560,['자가용(승용/승합/트럭 등등)'],53400
g_g002564,['시외/고속버스'],35000
g_g002565,['자가용(승용/승합/트럭 등등)'],74300
g_g002570,['자가용(승용/승합/트럭 등등)'],40000
g_g002583,['택시'],92240
g_g002585,['자가용(승용/승합/트럭 등등)'],5800
g_g002588,['택시'],81812
g_g002593,['자가용(승용/승합/트럭 등등)'],61080
g_g002601,['KTX/SRT(고속열차)'],50600
g_g002603,['자가용(승용/승합/트럭 등등)'],50000
g_g002606,['자가용(승용/승합/트럭 등등)'],4200
g_g002607,['자가용(승용/승합/트럭 등등)'],15700
g_g002616,['자가용(승용/승합/트럭 등등)'],48000
g_g002620,['자가용(승용/승합/트럭 등등)'],20000
g_g002622,"['새마을/무궁화열차', '택시']",60500
g_g002624,['자가용(승용/승합/트럭 등등)'],64100
g_g002626,"['KTX/SRT(고속열차)', '택시']",59300
g_g002627,['자가용(승용/승합/트럭 등등)'],30000
g_g002632,"['KTX/SRT(고속열차)', '지하철']",21998
g_g002633,['자가용(승용/승합/트럭 등등)'],15000
g_g002636,['자가용(승용/승합/트럭 등등)'],47600
g_g002637,['자가용(승용/승합/트럭 등등)'],10000
g_g002638,"['KTX/SRT(고속열차)', '시외/고속버스', '택시']",87100
g_g002647,['자가용(승용/승합/트럭 등등)'],75000
g_g002648,['자가용(승용/승합/트럭 등등)'],65000
g_g002657,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",204300
g_g002658,"['KTX/SRT(고속열차)', '렌터카(승용/승합/버스 등등)', '시내/마을버스', '택시']",181920
g_g002668,['자가용(승용/승합/트럭 등등)'],99700
g_g002671,['택시'],8000
g_g002679,['자가용(승용/승합/트럭 등등)'],20000
g_g002680,"['KTX/SRT(고속열차)', '시외/고속버스', '택시']",85600
g_g002683,['자가용(승용/승합/트럭 등등)'],30000
g_g002688,['자가용(승용/승합/트럭 등등)'],42500
g_g002691,['자가용(승용/승합/트럭 등등)'],79929
g_g002693,['버스 + 지하철'],66300
g_g002698,['자가용(승용/승합/트럭 등등)'],54000
g_g002701,"['KTX/SRT(고속열차)', '버스 + 지하철']",57900
g_g002702,['자가용(승용/승합/트럭 등등)'],44500
g_g002703,['자가용(승용/승합/트럭 등등)'],50000
g_g002704,['자가용(승용/승합/트럭 등등)'],60000
g_g002705,['자가용(승용/승합/트럭 등등)'],60000
g_g002711,['자가용(승용/승합/트럭 등등)'],61000
g_g002718,['자가용(승용/승합/트럭 등등)'],56400
g_g002719,['렌터카(승용/승합/버스 등등)'],137515
g_g002727,['자가용(승용/승합/트럭 등등)'],63000
g_g002729,['자가용(승용/승합/트럭 등등)'],52400
g_g002731,['자가용(승용/승합/트럭 등등)'],180600
g_g002732,['자가용(승용/승합/트럭 등등)'],10000
g_g002735,"['KTX/SRT(고속열차)', '지하철', '택시']",23900
g_g002738,['자가용(승용/승합/트럭 등등)'],79000
g_g002744,['시외/고속버스'],42000
g_g002745,['자가용(승용/승합/트럭 등등)'],10000
g_g002750,"['버스 + 지하철', '택시']",23160
g_g002752,['자가용(승용/승합/트럭 등등)'],8000
g_g002753,['자가용(승용/승합/트럭 등등)'],58000
g_g002759,['자가용(승용/승합/트럭 등등)'],66000
g_g002760,['자가용(승용/승합/트럭 등등)'],70800
g_g002762,['자가용(승용/승합/트럭 등등)'],8000
g_g002764,['자가용(승용/승합/트럭 등등)'],1400
g_g002765,['자가용(승용/승합/트럭 등등)'],20000
g_g002766,"['KTX/SRT(고속열차)', '자가용(승용/승합/트럭 등등)']",66500
g_g002767,"['KTX/SRT(고속열차)', '버스 + 지하철']",82200
g_g002770,['자가용(승용/승합/트럭 등등)'],62900
g_g002776,['자가용(승용/승합/트럭 등등)'],46000
g_g002784,['자가용(승용/승합/트럭 등등)'],48500
g_g002793,['자가용(승용/승합/트럭 등등)'],50000
g_g002795,['자가용(승용/승합/트럭 등등)'],125000
g_g002798,['자가용(승용/승합/트럭 등등)'],50910
g_g002802,['자가용(승용/승합/트럭 등등)'],26600
