TRAVEL_ID,MAJOR_ACTIVITY_TYPE
g_g001914,"['취식', '휴식']"
g_g001916,"['쇼핑 / 구매', '취식']"
g_g001920,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g001928,['단순 구경 / 산책 / 걷기']
g_g001929,['취식']
g_g001932,['단순 구경 / 산책 / 걷기']
g_g001947,['취식']
g_g001954,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g001963,['단순 구경 / 산책 / 걷기']
g_g001964,['취식']
g_g001965,['단순 구경 / 산책 / 걷기']
g_g001977,['취식']
g_g001981,['취식']
g_g001984,"['단순 구경 / 산책 / 걷기', '취식']"
g_g001993,['취식']
g_g002014,['취식']
g_g002017,"['쇼핑 / 구매', '취식', '휴식']"
g_g002019,['취식']
g_g002028,['취식']
g_g002032,"['취식', '휴식']"
g_g002035,['취식']
g_g002037,['취식']
g_g002041,['단순 구경 / 산책 / 걷기']
g_g002046,"['단순 구경 / 산책 / 걷기', '취식']"
g_g002048,['취식']
g_g002056,['취식']
g_g002059,['휴식']
g_g002073,['단순 구경 / 산책 / 걷기']
g_g002075,['취식']
g_g002078,"['취식', '휴식']"
g_g002088,['취식']
g_g002089,['취식']
g_g002094,"['체험 활동 / 입장 및 관람', '취식']"
g_g002096,"['취식', '휴식']"
g_g002098,['단순 구경 / 산책 / 걷기']
g_g002104,['단순 구경 / 산책 / 걷기']
g_g002109,['체험 활동 / 입장 및 관람']
g_g002110,['취식']
g_g002120,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g002122,['취식']
g_g002127,['취식']
g_g002130,['쇼핑 / 구매']
g_g002134,['단순 구경 / 산책 / 걷기']
g_g002144,['취식']
g_g002148,['휴식']
g_g002151,['취식']
g_g002152,['단순 구경 / 산책 / 걷기']
g_g002154,['단순 구경 / 산책 / 걷기']
g_g002156,"['쇼핑 / 구매', '취식']"
g_g002159,['취식']
g_g002164,['취식']
g_g002169,"['기타 활동', '쇼핑 / 구매']"
g_g002176,['취식']
g_g002177,['취식']
g_g002178,['휴식']
g_g002189,['쇼핑 / 구매']
g_g002190,['체험 활동 / 입장 및 관람']
g_g002195,['취식']
g_g002202,"['취식', '환승/경유']"
g_g002207,"['취식', '휴식']"
g_g002212,"['단순 구경 / 산책 / 걷기', '취식']"
g_g002214,['취식']
g_g002219,['체험 활동 / 입장 및 관람']
g_g002220,['취식']
g_g002222,['취식']
g_g002223,['취식']
g_g002224,['취식']
g_g002230,['취식']
g_g002232,['취식']
g_g002233,['취식']
g_g002235,['취식']
g_g002238,['취식']
g_g002241,['취식']
g_g002242,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g002244,['쇼핑 / 구매']
g_g002245,['취식']
g_g002247,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g002255,['취식']
g_g002256,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g002258,"['취식', '휴식']"
g_g002262,['취식']
g_g002264,['취식']
g_g002271,['취식']
g_g002273,"['쇼핑 / 구매', '휴식']"
g_g002275,['단순 구경 / 산책 / 걷기']
g_g002412,['쇼핑 / 구매']
g_g002416,['취식']
g_g002417,['취식']
g_g002421,['취식']
g_g002429,['단순 구경 / 산책 / 걷기']
g_g002431,['취식']
g_g002436,['환승/경유']
g_g002438,"['체험 활동 / 입장 및 관람', '취식']"
g_g002440,['취식']
g_g002441,['취식']
g_g002445,['환승/경유']
g_g002446,['취식']
g_g002460,['쇼핑 / 구매']
g_g002465,['취식']
g_g002466,['체험 활동 / 입장 및 관람']
g_g002472,['취식']
g_g002473,['취식']
g_g002475,['단순 구경 / 산책 / 걷기']
g_g002478,['취식']
g_g002483,"['기타 활동', '단순 구경 / 산책 / 걷기']"
g_g002492,['취식']
g_g002496,['체험 활동 / 입장 및 관람']
g_g002497,"['단순 구경 / 산책 / 걷기', '취식']"
g_g002500,['취식']
g_g002512,['휴식']
g_g002513,['쇼핑 / 구매']
g_g002516,['체험 활동 / 입장 및 관람']
g_g002519,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g002521,['취식']
g_g002533,['취식']
g_g002538,['취식']
g_g002542,"['단순 구경 / 산책 / 걷기', '취식']"
g_g002543,['취식']
g_g002545,['취식']
g_g002546,['취식']
g_g002552,['취식']
g_g002554,['단순 구경 / 산책 / 걷기']
g_g002560,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '취식']"
g_g002564,['단순 구경 / 산책 / 걷기']
g_g002565,['취식']
g_g002570,['취식']
g_g002583,['취식']
g_g002585,['체험 활동 / 입장 및 관람']
g_g002588,['취식']
g_g002593,['체험 활동 / 입장 및 관람']
g_g002601,['취식']
g_g002603,['단순 구경 / 산책 / 걷기']
g_g002606,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g002607,['취식']
g_g002612,"['취식', '휴식']"
g_g002616,['취식']
g_g002620,"['쇼핑 / 구매', '취식']"
g_g002622,['휴식']
g_g002624,['체험 활동 / 입장 및 관람']
g_g002626,"['취식', '환승/경유']"
g_g002627,['취식']
g_g002631,['휴식']
g_g002632,"['체험 활동 / 입장 및 관람', '취식']"
g_g002633,['취식']
g_g002634,['취식']
g_g002636,"['단순 구경 / 산책 / 걷기', '취식']"
g_g002637,"['쇼핑 / 구매', '취식']"
g_g002638,['취식']
g_g002647,['쇼핑 / 구매']
g_g002648,['쇼핑 / 구매']
g_g002657,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g002658,"['취식', '환승/경유']"
g_g002668,['취식']
g_g002671,"['쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식']"
g_g002679,['쇼핑 / 구매']
g_g002680,['취식']
g_g002683,['취식']
g_g002688,['취식']
g_g002690,['취식']
g_g002691,['취식']
g_g002693,['쇼핑 / 구매']
g_g002698,['취식']
g_g002701,"['단순 구경 / 산책 / 걷기', '취식']"
g_g002702,['취식']
g_g002703,['취식']
g_g002704,['취식']
g_g002705,['취식']
g_g002711,['취식']
g_g002718,['취식']
g_g002719,['취식']
g_g002727,['휴식']
g_g002729,['취식']
g_g002731,['취식']
g_g002732,['취식']
g_g002735,['취식']
g_g002738,['휴식']
g_g002744,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g002745,['취식']
g_g002750,['취식']
g_g002752,['취식']
g_g002753,['취식']
g_g002759,['취식']
g_g002760,['취식']
g_g002762,['취식']
g_g002764,['취식']
g_g002765,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '취식', '휴식']"
g_g002766,"['단순 구경 / 산책 / 걷기', '취식']"
g_g002767,"['쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식']"
g_g002770,['취식']
g_g002776,['기타 활동']
g_g002784,['취식']
g_g002793,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g002795,['취식']
g_g002798,['단순 구경 / 산책 / 걷기']
g_g002802,['휴식']
g_g002804,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람']"
g_g002806,['취식']
g_g002809,['취식']
g_g002811,['취식']
g_g002819,['취식']
g_g002820,"['쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식']"
g_g002825,['쇼핑 / 구매']
g_g002827,['취식']
g_g002828,['취식']
g_g002829,['취식']
g_g002832,"['취식', '휴식']"
g_g002833,['취식']
g_g002837,['취식']
g_g002838,['휴식']
g_g002841,['취식']
g_g002842,['취식']
g_g002851,['취식']
g_g002854,['취식']
g_g002856,"['체험 활동 / 입장 및 관람', '취식']"
g_g002857,['환승/경유']
g_g002865,"['쇼핑 / 구매', '취식']"
g_g002867,['취식']
g_g002872,['취식']
g_g002874,['취식']
g_g002875,['취식']
g_g002880,['단순 구경 / 산책 / 걷기']
g_g002886,"['취식', '휴식']"
g_g002887,"['쇼핑 / 구매', '취식']"
g_g002890,['취식']
g_g002891,['취식']
g_g002896,['취식']
g_g002897,['취식']
g_g002900,['휴식']
g_g002903,"['체험 활동 / 입장 및 관람', '취식']"
g_g002906,['취식']
g_g002907,['취식']
g_g002908,"['체험 활동 / 입장 및 관람', '취식']"
g_g002912,"['단순 구경 / 산책 / 걷기', '취식', '환승/경유']"
g_g002916,['취식']
g_g002918,['취식']
g_g002928,['취식']
g_g002933,['취식']
g_g002943,['단순 구경 / 산책 / 걷기']
g_g002944,"['취식', '휴식']"
g_g002946,['취식']
g_g002949,"['체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g002952,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매']"
g_g002953,['단순 구경 / 산책 / 걷기']
g_g002955,['쇼핑 / 구매']
g_g002963,['취식']
g_g002967,['단순 구경 / 산책 / 걷기']
g_g002974,['취식']
g_g002975,['취식']
g_g002983,['취식']
g_g002985,['단순 구경 / 산책 / 걷기']
g_g002986,['취식']
g_g002987,"['단순 구경 / 산책 / 걷기', '휴식']"
g_g002988,['취식']
g_g002989,['취식']
g_g002991,['취식']
g_g002993,['쇼핑 / 구매']
g_g002995,['단순 구경 / 산책 / 걷기']
g_g002999,['단순 구경 / 산책 / 걷기']
g_g003001,['단순 구경 / 산책 / 걷기']
g_g003004,['취식']
g_g003019,['기타 활동']
g_g003026,['휴식']
g_g003028,['휴식']
g_g003029,['취식']
g_g003034,"['기타 활동', '취식']"
g_g003035,['취식']
g_g003039,"['기타 활동', '체험 활동 / 입장 및 관람', '취식']"
g_g003042,['취식']
g_g003043,['체험 활동 / 입장 및 관람']
g_g003047,['취식']
g_g003050,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003051,['취식']
g_g003053,['취식']
g_g003058,"['환승/경유', '휴식']"
g_g003059,['기타 활동']
g_g003061,"['취식', '휴식']"
g_g003062,['휴식']
g_g003064,['취식']
g_g003065,['취식']
g_g003067,['단순 구경 / 산책 / 걷기']
g_g003068,"['쇼핑 / 구매', '취식']"
g_g003071,['취식']
g_g003077,['단순 구경 / 산책 / 걷기']
g_g003079,['쇼핑 / 구매']
g_g003086,['취식']
g_g003090,['단순 구경 / 산책 / 걷기']
g_g003092,['체험 활동 / 입장 및 관람']
g_g003096,['환승/경유']
g_g003097,['취식']
g_g003098,['취식']
g_g003101,"['쇼핑 / 구매', '취식']"
g_g003104,"['체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g003108,"['취식', '휴식']"
g_g003115,['환승/경유']
g_g003118,"['쇼핑 / 구매', '취식']"
g_g003119,['취식']
g_g003120,['취식']
g_g003121,['단순 구경 / 산책 / 걷기']
g_g003130,['휴식']
g_g003135,['취식']
g_g003137,['쇼핑 / 구매']
g_g003140,['단순 구경 / 산책 / 걷기']
g_g003143,['취식']
g_g003144,['단순 구경 / 산책 / 걷기']
g_g003145,['취식']
g_g003150,"['쇼핑 / 구매', '취식']"
g_g003151,['취식']
g_g003153,['단순 구경 / 산책 / 걷기']
g_g003154,['체험 활동 / 입장 및 관람']
g_g003159,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003162,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003165,['쇼핑 / 구매']
g_g003168,"['없음', '체험 활동 / 입장 및 관람', '취식']"
g_g003169,['기타 활동']
g_g003173,['단순 구경 / 산책 / 걷기']
g_g003174,['취식']
g_g003177,['쇼핑 / 구매']
g_g003179,['단순 구경 / 산책 / 걷기']
g_g003182,['취식']
g_g003189,['취식']
g_g003192,['단순 구경 / 산책 / 걷기']
g_g003193,"['단순 구경 / 산책 / 걷기', '환승/경유']"
g_g003194,"['쇼핑 / 구매', '취식']"
g_g003195,['취식']
g_g003196,['취식']
g_g003199,['취식']
g_g003200,"['기타 활동', '단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g003202,['취식']
g_g003208,['취식']
g_g003210,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003212,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g003217,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003221,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003224,['취식']
g_g003227,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003235,['취식']
g_g003238,['단순 구경 / 산책 / 걷기']
g_g003243,['취식']
g_g003246,['체험 활동 / 입장 및 관람']
g_g003251,"['단순 구경 / 산책 / 걷기', '휴식']"
g_g003252,['휴식']
g_g003255,['취식']
g_g003266,['취식']
g_g003267,['취식']
g_g003273,"['체험 활동 / 입장 및 관람', '취식']"
g_g003278,['취식']
g_g003281,['취식']
g_g003284,['취식']
g_g003290,['휴식']
g_g003296,"['쇼핑 / 구매', '취식']"
g_g003301,['취식']
g_g003307,['취식']
g_g003308,['체험 활동 / 입장 및 관람']
g_g003314,['취식']
g_g003320,['단순 구경 / 산책 / 걷기']
g_g003323,['단순 구경 / 산책 / 걷기']
g_g003326,['쇼핑 / 구매']
g_g003329,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003334,['단순 구경 / 산책 / 걷기']
g_g003335,['휴식']
g_g003337,['취식']
g_g003340,['체험 활동 / 입장 및 관람']
g_g003352,['취식']
g_g003353,['취식']
g_g003355,['취식']
g_g003359,['취식']
g_g003368,"['단순 구경 / 산책 / 걷기', '휴식']"
g_g003369,['휴식']
g_g003370,['쇼핑 / 구매']
g_g003372,['취식']
g_g003376,['단순 구경 / 산책 / 걷기']
g_g003380,['단순 구경 / 산책 / 걷기']
g_g003382,['취식']
g_g003388,['취식']
g_g003391,['취식']
g_g003394,['취식']
g_g003398,['취식']
g_g003399,['환승/경유']
g_g003403,['취식']
g_g003408,['취식']
g_g003418,['취식']
g_g003420,['단순 구경 / 산책 / 걷기']
g_g003422,['휴식']
g_g003429,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003438,['쇼핑 / 구매']
g_g003444,"['쇼핑 / 구매', '취식']"
g_g003453,['취식']
g_g003455,['취식']
g_g003459,['취식']
g_g003463,['쇼핑 / 구매']
g_g003464,['취식']
g_g003467,"['쇼핑 / 구매', '취식']"
g_g003468,['취식']
g_g003474,"['쇼핑 / 구매', '취식', '환승/경유']"
g_g003480,['취식']
g_g003485,"['취식', '환승/경유']"
g_g003491,['취식']
g_g003492,['휴식']
g_g003495,['취식']
g_g003497,"['취식', '휴식']"
g_g003499,"['쇼핑 / 구매', '취식']"
g_g003511,['취식']
g_g003512,['취식']
g_g003515,['취식']
g_g003516,"['취식', '휴식']"
g_g003525,['취식']
g_g003526,['취식']
g_g003535,['체험 활동 / 입장 및 관람']
g_g003541,['취식']
g_g003544,['취식']
g_g003554,['쇼핑 / 구매']
g_g003555,['취식']
g_g003556,['취식']
g_g003559,['휴식']
g_g003561,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003563,['취식']
g_g003565,['취식']
g_g003570,['취식']
g_g003572,['취식']
g_g003573,['환승/경유']
g_g003576,"['취식', '휴식']"
g_g003577,"['단순 구경 / 산책 / 걷기', '휴식']"
g_g003583,['취식']
g_g003586,['취식']
g_g003589,['취식']
g_g003599,['취식']
g_g003600,['취식']
g_g003608,['휴식']
g_g003610,['취식']
g_g003613,['취식']
g_g003615,"['체험 활동 / 입장 및 관람', '취식']"
g_g003623,"['취식', '휴식']"
g_g003624,"['체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g003629,['취식']
g_g003636,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003645,['취식']
g_g003646,['취식']
g_g003648,['취식']
g_g003652,['환승/경유']
g_g003655,['단순 구경 / 산책 / 걷기']
g_g003658,['취식']
g_g003661,['단순 구경 / 산책 / 걷기']
g_g003664,['취식']
g_g003665,['취식']
g_g003681,['단순 구경 / 산책 / 걷기']
g_g003687,['쇼핑 / 구매']
g_g003688,['취식']
g_g003700,['휴식']
g_g003701,['휴식']
g_g003712,['취식']
g_g003714,['쇼핑 / 구매']
g_g003717,['취식']
g_g003718,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g003722,['취식']
g_g003728,['취식']
g_g003729,['체험 활동 / 입장 및 관람']
g_g003733,['휴식']
g_g003736,['취식']
g_g003738,['취식']
g_g003746,"['쇼핑 / 구매', '취식']"
g_g003758,['단순 구경 / 산책 / 걷기']
g_g003770,['취식']
g_g003771,['취식']
g_g003779,"['단순 구경 / 산책 / 걷기', '취식']"
g_g003805,"['쇼핑 / 구매', '취식']"
g_g003807,['단순 구경 / 산책 / 걷기']
g_g003810,['취식']
g_g003821,['취식']
g_g003824,['취식']
g_g003839,['취식']
g_g003845,['휴식']
g_g003846,"['체험 활동 / 입장 및 관람', '취식']"
g_g003847,['휴식']
g_g003852,"['체험 활동 / 입장 및 관람', '취식']"
g_g003860,"['체험 활동 / 입장 및 관람', '취식']"
g_g003867,['휴식']
g_g003869,"['취식', '휴식']"
g_g003871,['취식']
g_g003874,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람']"
g_g003875,['단순 구경 / 산책 / 걷기']
g_g003899,['단순 구경 / 산책 / 걷기']
g_g003902,['쇼핑 / 구매']
g_g003906,['취식']
g_g003917,"['취식', '환승/경유', '휴식']"
g_g003921,['휴식']
g_g003929,['체험 활동 / 입장 및 관람']
g_g003940,"['쇼핑 / 구매', '취식']"
g_g003944,['취식']
g_g003950,['쇼핑 / 구매']
g_g003956,['취식']
g_g003957,['취식']
g_g003959,"['취식', '환승/경유']"
g_g003960,['취식']
g_g003961,['취식']
g_g003962,['휴식']
g_g003965,['취식']
g_g003980,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g003984,"['기타 활동', '취식']"
g_g003986,['환승/경유']
g_g003990,['환승/경유']
g_g004004,['환승/경유']
g_g004025,['체험 활동 / 입장 및 관람']
g_g004036,['쇼핑 / 구매']
g_g004047,"['체험 활동 / 입장 및 관람', '취식']"
g_g004064,"['쇼핑 / 구매', '취식']"
g_g004065,['취식']
g_g004066,['체험 활동 / 입장 및 관람']
g_g004101,['단순 구경 / 산책 / 걷기']
g_g004103,['취식']
g_g004104,['취식']
g_g004109,['단순 구경 / 산책 / 걷기']
g_g004124,['취식']
g_g004138,['휴식']
g_g004139,"['기타 활동', '취식']"
g_g004152,"['체험 활동 / 입장 및 관람', '취식']"
g_g004154,['취식']
g_g004155,['취식']
g_g004170,['취식']
g_g004174,['체험 활동 / 입장 및 관람']
g_g004180,['취식']
g_g004187,['취식']
g_g004189,['취식']
g_g004205,['휴식']
g_g004229,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g004231,['취식']
g_g004234,['환승/경유']
g_g004239,['취식']
g_g004255,['휴식']
g_g004259,['취식']
g_g004265,['기타 활동']
g_g004276,['휴식']
g_g004279,['취식']
g_g004282,['취식']
g_g004288,['휴식']
g_g004289,['단순 구경 / 산책 / 걷기']
g_g004294,"['취식', '휴식']"
g_g004297,"['취식', '휴식']"
g_g004309,['취식']
g_g004310,['취식']
g_g004317,['취식']
g_g004318,['쇼핑 / 구매']
g_g004324,['취식']
g_g004327,['휴식']
g_g004329,['취식']
g_g004340,['취식']
g_g004350,['취식']
g_g004354,"['체험 활동 / 입장 및 관람', '취식']"
g_g004355,['취식']
g_g004359,['취식']
g_g004366,['취식']
g_g004375,['쇼핑 / 구매']
g_g004380,['단순 구경 / 산책 / 걷기']
g_g004383,['휴식']
g_g004392,['취식']
g_g004393,"['체험 활동 / 입장 및 관람', '취식']"
g_g004397,['환승/경유']
g_g004398,['취식']
g_g004399,['쇼핑 / 구매']
g_g004401,['취식']
g_g004406,"['체험 활동 / 입장 및 관람', '취식']"
g_g004412,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g004416,['취식']
g_g004420,['취식']
g_g004435,"['취식', '휴식']"
g_g004436,['취식']
g_g004438,['단순 구경 / 산책 / 걷기']
g_g004446,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람']"
g_g004453,['취식']
g_g004454,['취식']
g_g004458,"['쇼핑 / 구매', '취식', '휴식']"
g_g004467,['쇼핑 / 구매']
g_g004472,['취식']
g_g004476,['취식']
g_g004485,['체험 활동 / 입장 및 관람']
g_g004489,"['쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식']"
g_g004492,['취식']
g_g004494,['휴식']
g_g004498,['없음']
g_g004510,['단순 구경 / 산책 / 걷기']
g_g004511,['단순 구경 / 산책 / 걷기']
g_g004516,['체험 활동 / 입장 및 관람']
g_g004519,['휴식']
g_g004521,['취식']
g_g004524,['환승/경유']
g_g004538,['취식']
g_g004551,['취식']
g_g004552,['취식']
g_g004554,"['단순 구경 / 산책 / 걷기', '취식']"
g_g004556,['취식']
g_g004573,['취식']
g_g004578,['쇼핑 / 구매']
g_g004593,['취식']
g_g004594,['체험 활동 / 입장 및 관람']
g_g004606,['기타 활동']
g_g004621,"['단순 구경 / 산책 / 걷기', '취식']"
g_g004622,['쇼핑 / 구매']
g_g004626,['취식']
g_g004629,['취식']
g_g004630,['취식']
g_g004631,['쇼핑 / 구매']
g_g004636,"['쇼핑 / 구매', '취식', '휴식']"
g_g004637,['취식']
g_g004656,"['쇼핑 / 구매', '휴식']"
g_g004669,['단순 구경 / 산책 / 걷기']
g_g004671,['취식']
g_g004678,['취식']
g_g004681,"['단순 구경 / 산책 / 걷기', '취식']"
g_g004688,"['쇼핑 / 구매', '취식']"
g_g004701,['휴식']
g_g004707,"['쇼핑 / 구매', '취식', '휴식']"
g_g004714,['휴식']
g_g004719,['취식']
g_g004722,['취식']
g_g004723,['없음']
g_g004731,"['쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g004740,['취식']
g_g004754,['취식']
g_g004762,['쇼핑 / 구매']
g_g004766,['취식']
g_g004772,['취식']
g_g004776,"['쇼핑 / 구매', '취식']"
g_g004781,['취식']
g_g004810,['취식']
g_g004815,['취식']
g_g004816,['취식']
g_g004822,['취식']
g_g004826,['쇼핑 / 구매']
g_g004828,['쇼핑 / 구매']
g_g004831,['취식']
g_g004839,"['단순 구경 / 산책 / 걷기', '취식']"
g_g004849,['취식']
g_g004852,['취식']
g_g004853,['취식']
g_g004865,['취식']
g_g004869,['휴식']
g_g004877,['취식']
g_g004879,['취식']
g_g004886,['휴식']
g_g004893,['취식']
g_g004904,"['취식', '휴식']"
g_g004905,['취식']
g_g004906,['취식']
g_g004909,['쇼핑 / 구매']
g_g004915,['취식']
g_g004916,['취식']
g_g004920,['취식']
g_g004925,['취식']
g_g004926,"['체험 활동 / 입장 및 관람', '취식']"
g_g004955,['취식']
g_g004961,['취식']
g_g004971,['취식']
g_g004975,['단순 구경 / 산책 / 걷기']
g_g004976,['취식']
g_g004977,['취식']
g_g004993,['취식']
g_g004994,"['쇼핑 / 구매', '취식']"
g_g005012,"['단순 구경 / 산책 / 걷기', '취식']"
g_g005034,"['쇼핑 / 구매', '취식']"
g_g005053,['쇼핑 / 구매']
g_g005056,['취식']
g_g005060,['휴식']
g_g005076,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g005080,['취식']
g_g005081,"['쇼핑 / 구매', '없음', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g005083,['휴식']
g_g005094,['취식']
g_g005105,['휴식']
g_g005114,['취식']
g_g005119,"['기타 활동', '취식']"
g_g005127,['취식']
g_g005153,"['단순 구경 / 산책 / 걷기', '취식']"
g_g005160,['취식']
g_g005164,['취식']
g_g005165,['취식']
g_g005167,['취식']
g_g005170,['취식']
g_g005171,['취식']
g_g005173,['취식']
g_g005175,['쇼핑 / 구매']
g_g005187,['취식']
g_g005198,['체험 활동 / 입장 및 관람']
g_g005200,['취식']
g_g005206,['취식']
g_g005209,['휴식']
